rating,name,area,cuisine_type,price,cuisine_region,address
"                    3.5
                ",Arirang - Hotel Bellair ,"Hotel Bellair, Sanur",Kafe,"                        Rp350.000 
                                    
        ",  Kafe," Hotel Bellair, Jl. By Pass Ngurah Rai No. 524, Sanur, Bali"
"                    3.5
                ",Tao - Ramada Resort Benoa ,"Ramada Resort Benoa, Tanjung Benoa",Casual Dining,"                        Rp400.000 
                                    
        ","  Asia, Grill House, Barat"," Ramada Resort Benoa, Jl. Pratama No. 97A, Tanjung..."
"                    3.5
                ",Gelateria Italia ,Uluwatu,Dessert Parlor,"                        Rp100.000 
                                    
        ",  Desserts," Jl. Labuan Sait, Uluwatu, Bali"
"                    -
                ",Restoran Sederhana ,Kuta,Casual Dining,"                        Rp120.000 
                                    
        ",  Padang," Jl. By Pass Ngurah Rai, Kuta, Bali"
"                    -
                ",Kaigara - Kuta Paradiso Hotel ,"Kuta Paradiso Hotel, Tuban",Casual Dining,"                        Rp300.000 
                                    
        ",  Jepang," Kuta Paradiso Hotel, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Belawa Restaurant - Sahadewa Resort & Spa ,Ubud,Casual Dining,"                        Rp230.000 
                                    
        ","  Indonesia, Barat"," Sahadewa Resort & Spa, Jl. Pengosekan, Ubud, Bali"
"                    -
                ",Solaria ,"Ngurah Rai International Airport, Denpasar",Casual Dining,"                        Rp150.000 
                                    
        ","  Jawa, Indonesia, Barat"," Ngurah Rai International Airport, Jl. Raya I Gusti..."
"                    3.5
                ",Ubud Homemade - KajaNe Mua ,Ubud,Casual Dining,"                        Rp350.000 
                                    
        ","  Indonesia, Jepang, Barat"," KajaNe Mua, Jl. Monkey Forest, Ubud, Bali"
"                    3.5
                ",Happy Falafel ,Seminyak,Quick Bites,"                        Rp120.000 
                                    
        ","  Timur Tengah, Meksiko"," Jl. Camplung Tanduk, Seminyak, Bali"
"                    3.9
                ",Dava - Ayana Resort and Spa ,"Ayana Resort and Spa, Jimbaran",,"                        Rp1.000.000 
                                    
        ",Masakan: Perancis," Ayana Resort and Spa, Jl. Karang Mas Sejahtera..."
"                    3.4
                ",Surf Cafe ,Kuta,Casual Dining,"                        Rp200.000 
                                    
        ","  Kafe, Amerika, Bali"," Jl. Benesari, Kuta, Bali"
"                    -
                ",Tutmak Warung ,Ubud,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Meksiko, Thai, Barat"," Jl. Dewi Sita, Ubud, Bali"
"                    3.6
                ",Grocer & Grind ,Canggu,Fine Dining,"                        Rp350.000 
                                    
        ",  Grill House," Jl. Batu Mejan, Canggu, Bali"
"                    3.5
                ",Sheppy's Bar & Restaurant ,Legian,Casual Dining,"                        Rp180.000 
                                    
        ","  Barat, Eropa, Indonesia"," Jl. Melasti, Legian, Bali"
"                    3.4
                ",The Wharf Restaurant - Ramada Bintang... ,"Ramada Bintang Bali Resort, Tuban",Casual Dining,"                        Rp450.000 
                                    
        ","  Asia, Barat"," Ramada Bintang Bali Resort, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Nasi Goreng Mafia ,Denpasar,Quick Bites,"                        Rp70.000 
                                    
        ","  Jawa, Indonesia"," Jl. Mahendra Datta No. 9B, Denpasar, Bali"
"                    3.6
                ",Sakti Dining Room - Fivelements ,Ubud,,"                        Rp500.000 
                                    
        ",Masakan: Makanan Sehat," Fivelements, Jl. Raya Mambal, Ubud, Bali"
"                    -
                ",Bali Kobo ,"Lippo Mall, Tuban",Casual Dining,"                        Rp220.000 
                                    
        ","  Jepang, Desserts"," Lippo Mall, Lantai Lower Ground, Jl. Kartika Plaza..."
"                    3.5
                ",Gurita Seafood ,Kuta,Casual Dining,"                        Rp250.000 
                                    
        ","  Cina, Hidangan Laut"," Jl. Raya Kuta 23F, Kuta, Bali"
"                    -
                ",Ulu Thai ,Sanur,Quick Bites,"                        Rp400.000 
                                    
        ","  Kafe, Thai, Barat"," Jl. Danau Tamblingan No. 85, Sanur, Bali"
"                    3.4
                ",Drifter Surf Shop & Cafe ,Seminyak,Kafe,"                        Rp180.000 
                                    
        ",  Kafe," Jl. Kayu Aya, Seminyak, Bali"
"                    3.4
                ",Ayam Tulang Lunak Hayam Wuruk ,Denpasar,Kafe,"                        Rp200.000 
                                    
        ","  Asia, Barat"," Jl. Hayam Wuruk, Denpasar, Bali"
"                    -
                ",Becik Resto & Bar ,Seminyak,Casual Dining,"                        Rp150.000 
                                    
        ","  Cina, Indonesia, Barat"," Jl. Camplung Tanduk, Seminyak, Bali"
"                    -
                ",Mamma Mia ,Legian,Casual Dining,"                        Rp180.000 
                                    
        ","  Pizza, Itali"," Jl. Legian No. 191, Legian, Bali"
"                    -
                ",Bali Bakery ,Seminyak,Bakery,"                        Rp120.000 
                                    
        ","  Kafe, Toko Kue"," Seminyak Square, Lantai Ground, Jl. Kayu Aya..."
"                    -
                ",Holycow! Steakhouse by Chef Afit ,Legian,Casual Dining,"                        Rp200.000 
                                    
        ",  Steakhouse," Gedung BTC No. 7, Jl. Dewi Sri, Legian, Bali"
"                    3.4
                ",Gusto ,Amed,Casual Dining,"                        Rp180.000 
                                    
        ",  Barat," Jl. Raya Amed, Amed, Bali"
"                    -
                ",La Fonda Churros ,"Beachwalk, Kuta",Quick Bites,"                        Rp50.000 
                                    
        ",  Desserts," Beachwalk, Lantai 3, Jl. Pantai Kuta, Kuta, Bali"
"                    3.5
                ",Pizza House ,Canggu,Quick Bites,"                        Rp180.000 
                                    
        ",  Pizza," Jl. Batu Mejan, Canggu, Bali"
"                    3.5
                ",El Greco ,Tuban,Casual Dining,"                        Rp250.000 
                                    
        ","  Mediterania, Yunani"," Jl. Kartika Plaza, Tuban, Bali"
"                    3.2
                ",Bali Bakery - Taksu Hotel ,Sanur,Bakery,"                        Rp120.000 
                                    
        ","  Kafe, Toko Kue"," Taksu Hotel, Jl. Sudamala No. 26, Sanur, Bali"
"                    3.4
                ",Eikon ,Legian,Quick Bites,"                        Rp300.000 
                                    
        ",  Hanya Minuman," Jl. Legian, Legian, Bali"
"                    -
                ",The Champlung ,Seminyak,Kafe,"                        Rp200.000 
                                    
        ",  Kafe," Pantai Seminyak, Jl. Pantai Camplung Tanduk, Seminyak..."
"                    3.4
                ",Pelangi Bali ,Legian,Casual Dining,"                        Rp200.000 
                                    
        ",  Cina," Jl. Dewi Sri, Legian, Bali"
"                    3.4
                ",Shisha Cafe ,Kuta,Casual Dining,"                        Rp300.000 
                                    
        ","  Timur Tengah, Asia"," Jl. Sunset Road No. 99, Kuta, Bali"
"                    3.9
                ",Anchor Bar Byrd House - Segara Village ,"Segara Village, Sanur",Fine Dining,"                        Rp500.000 
                                    
        ","  Barat, Indonesia"," Segara Village, Jl. Segara Ayu, Sanur, Bali"
"                    -
                ",Taman Sari ,Bedugul,Casual Dining,"                        Rp175.000 
                                    
        ","  Barat, Indonesia"," Jl. Raya Bedugul, Bedugul, Bali"
"                    3.9
                ",Dive Versions ,Karangasem,Kafe,"                        Rp200.000 
                                    
        ",  Kafe," Jl. Tulamben, Karangasem, Bali"
"                    3.4
                ",Sama - Sama Cafe ,Amed,Quick Bites,"                        Rp120.000 
                                    
        ","  Kafe, Bali, Barat"," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Harum Bali Lapis Legit ,Tuban,Bakery,"                        Rp220.000 
                                    
        ",  Toko Kue," Jl. Kediri No. 38 A, Tuban, Bali"
"                    -
                ",Warung Bale Bali ,Seminyak,Casual Dining,"                        Rp150.000 
                                    
        ","  Hidangan Laut, Bali"," Jl. Kunti 1, Seminyak, Bali"
"                    -
                ",Cibo ,Ubud,Casual Dining,"                        Rp300.000 
                                    
        ","  Pizza, Itali"," Jl. Raya Sayan, Ubud, Bali"
"                    3.3
                ",Warung Smile ,Canggu,Casual Dining,"                        Rp200.000 
                                    
        ","  Asia, Eropa, Barat"," Jl. Batu Mejan, Canggu, Bali"
"                    3.4
                ",Sea Breeze ,Legian,Casual Dining,"                        Rp200.000 
                                    
        ","  Hidangan Laut, Asia, Barat"," Jl. Legian, Legian, Bali"
"                    3.6
                ",Terra Cotta ,Ubud,Casual Dining,"                        Rp300.000 
                                    
        ","  Itali, Barat, Indonesia"," Jl. Raya Lungsiakan, Ubud, Bali"
"                    -
                ",Surya Cafe ,Tanjung Benoa,Casual Dining,"                        Rp200.000 
                                    
        ",  Hidangan Laut," Jl. Segara Lor No. 21, Tanjung Benoa, Bali"
"                    3.9
                ",Juice Ja Cafe ,Ubud,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Makanan Sehat"," Jl. Dewi Sita, Ubud, Bali"
"                    -
                ",Ayam Goreng Ibu Sunu ,Denpasar,Quick Bites,"                        Rp50.000 
                                    
        ","  Jawa, Indonesia"," Jl.Teuku Umar Barat, Denpasar, Bali"
"                    -
                ",Al Dente ,Tuban,Casual Dining,"                        Rp200.000 
                                    
        ",  Itali," Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Sen5es - Bali Dynasty Resort ,"Bali Dynasty Resort, Tuban",Casual Dining,"                        Rp400.000 
                                    
        ",  Asia," Bali Dynasty Resort, Jl. Kartika Plaza, Tuban, Bali"
"                    3.5
                ",Warung Little Bird ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Indonesia"," Jl. Danau Tamblingan No. 34, Sanur, Bali"
"                    3.9
                ",Dapur Bunda ,Ubud,Quick Bites,"                        Rp120.000 
                                    
        ",  Indonesia," Jl. Sriwedari, Ubud, Bali"
"                    3.3
                ",Pizzeria Italia ,Uluwatu,Casual Dining,"                        Rp250.000 
                                    
        ","  Pizza, Itali"," Pantai Padang-Padang, Jl. Melasti Labuhan Sait No. 69..."
"                    -
                ",The Whacko ,Tanjung Benoa,Quick Bites,"                        Rp400.000 
                                    
        ","  Hidangan Laut, Indonesia, Barat"," Jl. Pratama No. 99X, Tanjung Benoa, Bali"
"                    -
                ",The Glass House ,Sanur,Quick Bites,"                        Rp250.000 
                                    
        ",  Kafe," Jl. Danau Tamblingan No. 25, Sanur, Bali"
"                    3.5
                ",Ratatouille ,Sanur,Fine Dining,"                        Rp450.000 
                                    
        ","  Eropa, Belanda, Indonesia, Bali"," Jl. Danau Tamblingan No. 64, Sanur, Bali"
"                    3.9
                ",Kwee Zeen - Sofitel Bali Nusa Dua ,"Sofitel Bali Nusa Dua, Nusa Dua",Fine Dining,"                        Rp600.000 
                                    
        ",  Asia," Sofitel Bali Nusa Dua, BTDC Area, Jl. Nusa Dua, Nusa..."
"                    3.3
                ",China Moon Cafe - De Ubud Villas & Spa ,Ubud,Quick Bites,"                        Rp250.000 
                                    
        ","  Kafe, Indonesia, Jepang"," De Ubud Villas & Spa, Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Warung Kushi Maru ,Legian,Quick Bites,"                        Rp175.000 
                                    
        ",  Jepang," Jl. Melasti Lebak Bene, Legian, Bali"
"                    3.4
                ",La Jaenzan ,Lovina,Kafe,"                        Rp200.000 
                                    
        ",  Kafe," Jl. Singaraja Seririt, Lovina, Bali"
"                    3.4
                ",Reef Bar ,Amed,Quick Bites,"                        Rp150.000 
                                    
        ","  Kafe, Itali"," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Choco Latte ,Denpasar,Beverage Shop,"                        Rp50.000 
                                    
        ","  Minuman, Bubble Tea"," Jl. Hayam Wuruk, Denpasar, Bali"
"                    3.4
                ",Chess - Nusa Dua Beach Hotel & Spa ,"Nusa Dua Beach Hotel & Spa, Nusa Dua",Casual Dining,"                        Rp450.000 
                                    
        ","  Eropa, Itali, Bali"," Nusa Dua Beach Hotel & Spa, BTDC Area, Nusa Dua, Bali"
"                    3.9
                ",Alibi ,Seminyak,Quick Bites,"                        Rp200.000 
                                    
        ",  Hanya Minuman," Jl. Kayu Aya, Seminyak, Bali"
"                    -
                ",Hijau Cafe & Warung ,Legian,Kafe,"                        Rp150.000 
                                    
        ","  Kafe, Bali, Indonesia"," Jl. Sahadewa No. 3, Legian, Bali"
"                    3.4
                ",The Grill - Garden View Hotel ,"Garden View Hotel, Legian",Casual Dining,"                        Rp220.000 
                                    
        ","  Makanan Cepat Saji, Grill House, Amerika"," Garden View Hotel, Jl. Padma Utara No. 41, Legian, Bali"
"                    3.6
                ",Tenkai - The Padma Resort ,"The Padma Resort, Legian",Casual Dining,"                        Rp450.000 
                                    
        ",  Jepang," The Padma Resort, Jl. Padma No. 1, Legian, Bali"
"                    -
                ",Crate ,Canggu,Casual Dining,"                        Rp200.000 
                                    
        ","  Kafe, Barat"," Jl. Batu Bolong No. 64, Canggu, Bali"
"                    -
                ",Pool Bar - Ayana Resort and Spa ,"Ayana Resort and Spa, Jimbaran",,"                        Rp300.000 
                                    
        ","Masakan: Kafe, Itali, Amerika"," Ayana Resort and Spa, RIMBA Jimbaran, Jl. Karang Mas..."
"                    3.9
                ",Maku - The Griya Villas & Spa ,"The Griya Villas & Spa, Amed",Fine Dining,"                        Rp700.000 
                                    
        ",  Eropa," The Griya Villas & Spa, Jl. Raya Amed, Amed, Bali"
"                    -
                ",Holland Bakery ,Denpasar,Bakery,"                        Rp50.000 
                                    
        ","  Toko Kue, Desserts"," Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ",Bingin Restaurant - Bingin Family Bungalows ,Uluwatu,Casual Dining,"                        Rp200.000 
                                    
        ","  Barat, Bali, Indonesia"," Bingin Family Bungalows, Pantai Balangan, Jl. Pantai..."
"                    -
                ",Bamboo Restaurant - The Amala Hotel ,Seminyak,Casual Dining,"                        Rp300.000 
                                    
        ",  Asia," The Amala Hotel, Jl. Kunti 1, Seminyak, Bali"
"                    -
                ",Stranik - Discovery ,Candidasa,Casual Dining,"                        Rp200.000 
                                    
        ","  Barat, Indonesia"," Discovery, Jl. Raya Candidasa, Candidasa, Bali"
"                    -
                ",Go! Curry ,"Beachwalk, Kuta",Casual Dining,"                        Rp300.000 
                                    
        ","  Thai, Jepang, India"," Beachwalk, Lantai 1, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Toro Sushi Cafe ,Ubud,Quick Bites,"                        Rp200.000 
                                    
        ",  Jepang," Jl. Dewi Sita, Ubud, Bali"
"                    3.5
                ",Uncle Norm's ,Legian,Casual Dining,"                        Rp170.000 
                                    
        ","  Kafe, Barat, Eropa, Asia"," Jl. Melasti, Legian, Bali"
"                    3.3
                ",Gelato ,Kuta,Dessert Parlor,"                        Rp50.000 
                                    
        ",  Desserts," Jl. Pantai Kuta No. 30, Kuta, Bali"
"                    -
                ",Depot Nasi Campur Pojok Tambak Bayan ,Legian,Quick Bites,"                        Rp100.000 
                                    
        ",  Bali," Jl. Dewi Sri, Legian, Bali"
"                    -
                ",Ikan Bakar Cianjur - Restoran Pondok... ,Kuta,Casual Dining,"                        Rp250.000 
                                    
        ","  Sunda, Bali, Jawa"," Jl. Sunset Road No. 8, Kuta, Bali"
"                    -
                ",Warung Coconut Tree ,Sanur,Quick Bites,"                        Rp250.000 
                                    
        ","  Kafe, Barat, Indonesia"," Jl. Danau Tamblingan No. 68, Sanur, Bali"
"                    -
                ",Mamma Mia ,Ubud,Casual Dining,"                        Rp180.000 
                                    
        ","  Pizza, Itali"," Jl. Raya Pengosekan, Ubud, Bali"
"                    3.3
                ",Poco Loco ,Legian,Casual Dining,"                        Rp240.000 
                                    
        ","  Meksiko, Tex-Mex"," Jl. Padma Utara, Legian, Bali"
"                    -
                ",Veranda Cafe ,Denpasar,Casual Dining,"                        Rp150.000 
                                    
        ",  Itali," Jl. Hayam Wuruk, Denpasar, Bali"
"                    -
                ",River Cafe - Maya Ubud Resort & Spa ,"Maya Ubud Resort & Spa, Ubud",Kafe,"                        Rp300.000 
                                    
        ",  Kafe," Maya Ubud Resort & Spa, Jl. Gunung Sari Peliatan, Ubud, Bali"
"                    -
                ",Prada ,Nusa Dua,Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Bali, Indonesia, Itali, Asia"," Jl. Pantai Mengiat No. 6, Nusa Dua, Bali"
"                    -
                ",Retro ,Sanur,Quick Bites,"                        Rp500.000 
                                    
        ","  Kafe, Barat, Indonesia"," Jl. Danau Tamblingan No. 126A, Sanur, Bali"
"                    -
                ",Warung Kak Rebo ,Kuta,Quick Bites,"                        Rp200.000 
                                    
        ","  Itali, Jepang, Indonesia, Barat"," Jl. Bakung Sari No. 52, Kuta, Bali"
Tutup Sementara,Batch Coffee Lounge ,Seminyak,Kafe,"                        Rp200.000 
                                    
        ","  Kafe, Barat"," Jl. Yudistira No. 11, Seminyak, Bali"
"                    -
                ",Raw Food Cafe & Tonic Bar - The Seeds of... ,Ubud,Kafe,"                        Rp200.000 
                                    
        ","  Kafe, Makanan Sehat, Meksiko, Itali, Indonesia"," The Seeds of Life, Jl. Goutama, Ubud, Bali"
"                    -
                ",Waves - The Kuta Beach Heritage ,"The Kuta Beach Heritage, Kuta",,"                        Rp300.000 
                                    
        ","Masakan: Barat, Indonesia"," The Kuta Beach Heritage, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Bo & Bun ,Seminyak,Kafe,"                        Rp300.000 
                                    
        ","  Vietnam, Kafe"," Jl. Raya Seminyak No. 26, Seminyak, Bali"
"                    3.3
                ",A&W ,"Discovery Shopping Mall, Tuban",Quick Bites,"                        Rp120.000 
                                    
        ","  Makanan Cepat Saji, Amerika"," Discovery Shopping Mall, Lantai 1, Jl. Kartika Plaza..."
"                    -
                ",Pepper Lunch ,"Beachwalk, Kuta",Quick Bites,"                        Rp200.000 
                                    
        ",  Jepang," Beachwalk, Lantai 2, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Next Shabu Shabu ,"Denpasar Junction, Denpasar",Quick Bites,"                        Rp150.000 
                                    
        ",  Jepang," Denpasar Junction, Lantai Ground, Jl. Teuku Umar..."
"                    -
                ",Nomad ,Ubud,Casual Dining,"                        Rp250.000 
                                    
        ","  Bali, Itali, Amerika, Eropa, Barat"," Jl. Raya Ubud, Ubud, Bali"
"                    -
                ",Purimas 3 ,Kerobokan,Bakery,"                        Rp60.000 
                                    
        ",  Toko Kue," Jl. Raya Kerobokan No. 246, Kerobokan, Bali"
"                    -
                ",Salt - The Stones Hotel ,"The Stones Hotel, Kuta",Casual Dining,"                        Rp350.000 
                                    
        ","  Asia, Eropa, Barat"," The Stones Hotel, Jl. Pantai Kuta, Kuta, Bali"
"                    3.4
                ",Ketupat Restaurant ,Legian,Casual Dining,"                        Rp125.000 
                                    
        ",  Jawa," Jl. Dewi Sri, Legian, Bali"
"                    -
                ",Segara Seafood & Indonesian Restaurant ,"Discovery Shopping Mall, Tuban",Quick Bites,"                        Rp500.000 
                                    
        ",  Hidangan Laut," Discovery Shopping Mall, Lantai 1, Jl. Kartika Plaza..."
"                    -
                ",Echo Beach Cafe ,Canggu,Casual Dining,"                        Rp250.000 
                                    
        ","  Hidangan Laut, Bali"," Jl. Batu Mejan, Canggu, Bali"
"                    -
                ",El Comedor ,Sanur,Casual Dining,"                        Rp250.000 
                                    
        ","  Grill House, Hidangan Laut, Barat, Indonesia"," Jl. Danau Tamblingan No. 140, Sanur, Bali"
"                    -
                ",Warung Biah Biah ,Ubud,Quick Bites,"                        Rp180.000 
                                    
        ","  Kafe, Bali"," Jl. Goutama No. 13, Ubud, Bali"
"                    -
                ",Le 48 ,Candidasa,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Asia, Barat"," Jl. Raya Candidasa No. 48, Candidasa, Bali"
"                    -
                ",Warung Mina ,Legian,Casual Dining,"                        Rp200.000 
                                    
        ","  Hidangan Laut, Bali, Asia"," Jl. Legian No. 153 B, Legian, Bali"
"                    -
                ",Warung Varuna ,Canggu,Casual Dining,"                        Rp80.000 
                                    
        ","  Bali, Indonesia"," Jl. Batu Bolong, Canggu, Bali"
"                    -
                ",The Holy Crab ,Seminyak,Casual Dining,"                        Rp400.000 
                                    
        ",  Hidangan Laut," Jl. Petitenget No. 50, Seminyak, Bali"
"                    -
                ",Galaxy Sportsbar ,Seminyak,Quick Bites,"                        Rp150.000 
                                    
        ",  Cemilan," Jl. Camplung Tanduk, Seminyak, Bali"
"                    -
                ",La Baracca ,Seminyak,Casual Dining,"                        Rp300.000 
                                    
        ",  Itali," Jl. Petitenget No. 17 D, Seminyak, Bali"
"                    -
                ",Kafe Betawi ,"Beachwalk, Kuta",Casual Dining,"                        Rp200.000 
                                    
        ","  Betawi, Bali, Jawa"," Beachwalk, Lantai 2, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Earth Cafe ,Ubud,Casual Dining,"                        Rp200.000 
                                    
        ","  Kafe, Makanan Sehat"," Jl. Goutama Selatan, Ubud, Bali"
"                    -
                ",Bunute Kafe ,Ubud,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Thai, Meksiko"," Jl. Dewi Sita, Ubud, Bali"
"                    -
                ",Taksu Restaurant ,Ubud,Casual Dining,"                        Rp250.000 
                                    
        ","  Makanan Sehat, Asia, Barat"," Jl. Goutama, Ubud, Bali"
"                    -
                ",Gloria Jean's Coffee ,Legian,Quick Bites,"                        Rp280.000 
                                    
        ","  Kafe, Kopi dan Teh, Desserts"," Jl. Legian No. 361, Legian, Bali"
"                    -
                ",Crab Bar ,Kerobokan,Casual Dining,"                        Rp400.000 
                                    
        ",  Hidangan Laut," Jl. Batu Belig, Kerobokan, Bali"
"                    -
                ",Kukusan ,Kuta,Quick Bites,"                        Rp70.000 
                                    
        ",  Cina," Jl. Sunset Road, Kuta, Bali"
"                    -
                ",Isola - La Taverna Hotel ,"La Taverna Hotel, Sanur",Kafe,"                        Rp300.000 
                                    
        ","  Itali, Barat, Indonesia"," La Taverna Hotel, Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",The Boardwalk ,Tuban,Casual Dining,"                        Rp300.000 
                                    
        ",  Yunani," Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Warung Damar - Bali Garden Beach Resort ,"Bali Garden Beach Resort, Tuban",Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Indonesia"," Bali Garden Beach Resort, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Lola - L Hotel ,"L Hotel, Seminyak",Fine Dining,"                        Rp800.000 
                                    
        ",  Indonesia," L Hotel, Jl. Petitenget, Seminyak, Bali"
"                    -
                ",Babi Guling Renon ,Denpasar,Quick Bites,"                        Rp150.000 
                                    
        ",  Bali," Jl. Puputan, Denpasar, Bali"
"                    -
                ",Bakso Lapangan Tembak Senayan ,"Ngurah Rai International Airport, Denpasar",Casual Dining,"                        Rp130.000 
                                    
        ",  Bakso," Ngurah Rai International Airport, Jl. I Gusti Ngurah..."
"                    -
                ",Made's Kitchen ,Sanur,Quick Bites,"                        Rp150.000 
                                    
        ","  Bali, Jepang, Asia, Indonesia"," Jl. Danau Tamblingan No. 142, Sanur, Bali"
"                    -
                ",Gelato Secrets ,Ubud,Dessert Parlor,"                        Rp70.000 
                                    
        ","  Ice Cream, Desserts"," Jl. Raya Ubud, Ubud, Bali"
"                    -
                ",Aroma ,Jimbaran,Casual Dining,"                        Rp400.000 
                                    
        ","  Hidangan Laut, Bali"," Pantai Jimbaran, Jl. Pantai Jimbaran, Jimbaran, Bali"
"                    -
                ",Momo Cafe - Courtyard by Marriott ,"Courtyard by Marriott, Nusa Dua",Kafe,"                        Rp350.000 
                                    
        ",  Kafe," Courtyard by Marriott, BTDC Area, Nusa Dua, Bali"
"                    -
                ",Fly Cafe ,Ubud,Kafe,"                        Rp150.000 
                                    
        ","  Kafe, Barat"," Jl. Raya Lungsiakan, Ubud, Bali"
"                    -
                ",Buga ,Denpasar,Casual Dining,"                        Rp180.000 
                                    
        ",  Korea," Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ",Brother's Bungalow Restaurant - Brother's... ,Uluwatu,Casual Dining,"                        Rp200.000 
                                    
        ","  Kontinental, Cina, Indonesia"," Brother's Bungalow, Pantai Balangan, Jl. Pantai..."
"                    -
                ",Bakmi Naga ,"Mal Bali Galleria, Kuta",Casual Dining,"                        Rp150.000 
                                    
        ",  Bakmi," Mal Bali Galleria, Lantai 1, Jl. By Pass Ngurah Rai..."
"                    -
                ",Ratna Restaurant - Bali Tropic Resort & Spa ,"Bali Tropic Resort & Spa, Tanjung Benoa",Casual Dining,"                        Rp250.000 
                                    
        ","  Barat, Indonesia"," Bali Tropic Resort & Spa, Jl. Pratama No. 34A..."
"                    -
                ",Crema ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Itali"," Jl. Danau Tamblingan No. 178, Sanur, Bali"
"                    -
                ",CP Lounge ,Ubud,Casual Dining,"                        Rp200.000 
                                    
        ","  Asia, Barat"," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Sushimi Kai - Ten Zushi ,Seminyak,Casual Dining,"                        Rp150.000 
                                    
        ","  Sushi, Jepang"," Jl. Camplung Tanduk, Seminyak, Bali"
"                    -
                ",Warung Sunrise ,Sanur,Quick Bites,"                        Rp200.000 
                                    
        ","  Bali, Barat"," Jl. Hangtuah, Sanur, Bali"
"                    -
                ",Celsius Sea View Bar ,"Discovery Shopping Mall, Tuban",Quick Bites,"                        Rp220.000 
                                    
        ","  Kafe, Grill House"," Discovery Shopping Mall, Lantai 3, Centro Department..."
"                    -
                ",Warung Borneo 8 ,Ubud,Casual Dining,"                        Rp100.000 
                                    
        ","  Cina, Hidangan Laut"," Jl. Raya Ubud, Ubud, Bali"
"                    -
                ",Ginger House ,"Bali Collection, Nusa Dua",Casual Dining,"                        Rp400.000 
                                    
        ","  Itali, Desserts"," Bali Collection, BTDC Kompleks, Jl. Nusa Dua, Nusa..."
"                    -
                ",Warung Taulan ,Kerobokan,Casual Dining,"                        Rp250.000 
                                    
        ",  Indonesia," Jl. Pengubengan Kauh, Kerobokan, Bali"
"                    -
                ",Ah Yat Abalone Seafood Restaurant - Ayana... ,"Ayana Resort and Spa, Jimbaran",,"                        Rp1.000.000 
                                    
        ",Masakan: Cina," Ayana Resort and Spa, RIMBA Jimbaran, Jl. Karang Mas..."
"                    -
                ",Sunda Kelapa ,Tuban,Casual Dining,"                        Rp220.000 
                                    
        ",  Betawi," Jl. Kediri, Tuban, Bali"
"                    -
                ",Surya Candra ,Legian,Casual Dining,"                        Rp300.000 
                                    
        ","  Hidangan Laut, Grill House"," Jl. Legian No. 83, Legian, Bali"
"                    -
                ",Nasi Bakar Bu Dewo ,"Beachwalk, Kuta",Quick Bites,"                        Rp170.000 
                                    
        ",  Jawa," Beachwalk, Lantai 3, Eat & Eat, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Babi Guling 55 ,Kuta,Quick Bites,"                        Rp100.000 
                                    
        ",  Bali," Jl. Sunset Road No. 2X, Kuta, Bali"
"                    -
                ",Faces - The Bale ,"The Bale, Nusa Dua",Casual Dining,"                        Rp500.000 
                                    
        ","  Barat, Indonesia, Thai"," The Bale, Jl. Raya Nusa Dua Selatan, Nusa Dua, Bali"
"                    -
                ",Uluwatu Restaurant ,Tanjung Benoa,Casual Dining,"                        Rp250.000 
                                    
        ","  Bali, Indonesia"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",Panorama Lounge - Grand Mirage Resort... ,"Grand Mirage Resort Thalasso, Tanjung Benoa",Casual Dining,"                        Rp400.000 
                                    
        ","  Indonesia, Barat"," Grand Mirage Resort Thalasso, Jl. Pratama No. 74..."
"                    -
                ",Bumbu Nusantara ,"The Bay, Nusa Dua",Casual Dining,"                        Rp350.000 
                                    
        ","  Bali, Jawa, Indonesia"," The Bay, BTDC Area, Nusa Dua, Bali"
